Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
完备,wánbèi,faultless; complete; perfect; to leave nothing to be desired,hoàn bị,hoàn bị/완비,设施完备。Trang thiết bị hoàn bị.
完毕,wánbì,to finish; to end; to complete,hoàn tất,hoàn tất/완료,工作完毕。Công việc hoàn tất.
完成,wánchéng,complete; accomplish; perfect tense (grammar),hoàn thành,hoàn thành,完成作业。Hoàn thành bài tập.
顽固,wángù,stubborn; obstinate,ngoan cố,bướng bỉnh/완고,顽固不化。Bướng bỉnh không thay đổi.
玩具,wánjù,plaything; toy,ngoạn cụ,đồ chơi,儿童玩具。Đồ chơi trẻ em.
完美,wánměi,perfect; perfection; perfectly,hoàn mỹ,hoàn hảo/hoàn mỹ,很完美。Rất hoàn hảo.
玩弄,wánnòng,to play with; to engage in; to resort to; to dally with,ngoạn lộng,chơi đùa/희롱,玩弄手段。Chơi đùa thủ đoạn.
顽强,wánqiáng,tenacious; hard to defeat,ngoan cường,kiên cường/완강,顽强拼搏。Kiên cường phấn đấu.
完全,wánquán,complete; whole; totally; entirely,hoàn toàn,hoàn toàn,完全正确。Hoàn toàn đúng.
完善,wánshàn,perfect; to make perfect; to improve,hoàn thiện,hoàn thiện,完善制度。Hoàn thiện chế độ.
玩意儿,wányìér,toy; plaything; thing; act; trick (in a performance; stage show; acrobatics etc),ngoạn ý,thứ/물건,小玩意儿。Đồ chơi nhỏ.
完整,wánzhěng,complete; intact,hoàn chỉnh,hoàn chỉnh/toàn vẹn,保持完整。Giữ nguyên vẹn.
碗,wǎn,bowl; cup; CL:隻|只[zhī];個|个[gè],oản,bát/chén,一碗饭。Một bát cơm.
挽回,wǎnhuí,to retrieve; to redeem,vãn hồi,cứu vãn/만회,挽回损失。Cứu vãn tổn thất.
挽救,wǎnjiù,to save; to remedy; to rescue,vãn cứu,cứu vãn/만회,挽救生命。Cứu sống.
晚上,wǎnshàng,in the evening; CL:個|个[gè],vãn thượng,buổi tối,晚上见。Hẹn gặp tối nay.
惋惜,wǎnxī,to feel sorry for a person over sth that should have happened,oản tích,tiếc nuối/안타까워하다,深感惋惜。Cảm thấy rất tiếc.
万,wàn,ten thousand; a great number,vạn,vạn/mười nghìn,一万块钱。Một vạn tệ.
万分,wànfēn,very much; extremely; one ten thousandth part,vạn phần,vô cùng/만분,万分感谢。Vô cùng cảm ơn.
万一,wànyī,just in case; if by any chance; contingency,vạn nhất,vạn nhất/phòng khi,万一失败。Vạn nhất thất bại.
王子,wángzǐ,prince; son of a king,vương tử,hoàng tử,白马王子。Hoàng tử bạch mã.
往,wǎng,to go (in a direction); to; towards; (of a train) bound for; past; previous,vãng,về phía/đi,往前走。Đi về phía trước.
往常,wǎngcháng,habitually in the past; as one used to do formerly; as it used to be,vãng thường,thường lệ/평상시,与往常一样。Như thường lệ.
往返,wǎngfǎn,to go back and forth; to go to and fro,vãng phản,đi lại/khứ hồi,往返机票。Vé máy bay khứ hồi.
网络,wǎngluò,network (computing; telecommunications; transport etc); Internet,võng lạc,mạng lưới/네트워크,计算机网络。Mạng máy tính.
网球,wǎngqiú,tennis; CL:個|个[gè],võng cầu,quần vợt/tennis,打网球。Chơi tennis.
往事,wǎngshì,past events; former happenings,vãng sự,sự việc quá khứ/지난일,回忆往事。Hồi tưởng sự việc quá khứ.
往往,wǎngwǎng,often; frequently,vãng vãng,thường thường,他往往迟到。Anh ấy thường xuyên đến muộn.
网站,wǎngzhàn,website; network station; node,võng trạm,trang web,访问网站。Truy cập trang web.
忘记,wàngjì,to forget,vong kí,quên,我忘记了。Tôi quên rồi.
妄想,wàngxiǎng,to attempt vainly; a vain attempt,vọng tưởng,ảo tưởng/망상,妄想成功。Ảo tưởng thành công.
微不足道,wēibùzúdào,negligible; insignificant,vi bất túc đạo,không đáng kể,微不足道的小事。Chuyện nhỏ không đáng kể.
威风,wēifēng,might; awe-inspiring authority; impressive,uy phong,uy phong/위풍,威风凛凛。Uy phong lẫm liệt.
微观,wēiguān,micro-; sub-atomic,vi quan,vi mô/미시,微观世界。Thế giới vi mô.
危害,wēihài,to jeopardize; to harm; to endanger; CL:個|个[gè],nguy hại,nguy hại/gây hại,危害健康。Nguy hại sức khỏe.
危机,wēijī,crisis; CL:個|个[gè],nguy cơ,khủng hoảng/위기,经济危机。Khủng hoảng kinh tế.
威力,wēilì,might; formidable power,uy lực,uy lực/위력,威力巨大。Uy lực lớn.
威望,wēiwàng,prestige,uy vọng,uy tín/위망,享有威望。Có uy tín.
危险,wēixiǎn,danger; dangerous,nguy hiểm,nguy hiểm,很危险。Rất nguy hiểm.
微笑,wēixiào,smile; CL:個|个[gè],vi tiếu,mỉm cười,微笑着。Mỉm cười.
威胁,wēixié,to threaten; to menace,uy hiếp,đe dọa/đe dọa,威胁安全。Đe dọa an ninh.
威信,wēixìn,(of a government; etc.) prestige and public reliance,uy tín,uy tín/위신,树立威信。Xây dựng uy tín.
违背,wéibèi,to violate; to be contrary to,vi bội,vi phạm/위반,违背诺言。Vi phạm lời hứa.
维持,wéichí,to keep; to maintain; to preserve,duy trì,duy trì/유지,维持秩序。Duy trì trật tự.
唯独,wéidú,only; just (i.e. it is only that...); all except; unique,duy độc,chỉ một mình/유독,唯独他不来。Chỉ một mình anh ấy không đến.
违反,wéifǎn,to violate (a law),vi phạm,vi phạm,违反规定。Vi phạm quy định.
维护,wéihù,to defend; to safeguard; to protect; to uphold; to maintain,duy hộ,bảo vệ/duy trì,维护权益。Bảo vệ quyền lợi.
围巾,wéijīn,scarf; shawl; CL:條|条[tiáo],vi cân,khăn quàng cổ,戴围巾。Quàng khăn.
为难,wéinán,feel embarrassed or awkward; to make things difficult (for someone); to find things difficult (to do or manage),vi nan,khó xử/난처,感到为难。Cảm thấy khó xử.
为期,wéiqī,(to be done) by (a certain date); lasting (a certain time),vi kỳ,trong thời gian/기간,为期三天。Trong thời gian ba ngày.
围绕,wéirào,to revolve around; to center on (an issue),vi nhiễu,xoay quanh/bao quanh,围绕主题。Xoay quanh chủ đề.
维生素,wéishēngsù,vitamin,duy sinh tố,vitamin/비타민,补充维生素。Bổ sung vitamin.
为首,wéishǒu,head; be headed by,vi thủ,làm đầu/수괴,以他为首。Lấy anh ấy làm đầu.
维修,wéixiū,maintenance (of equipment); to protect and maintain,duy tu,bảo trì/유지,维修设备。Bảo trì thiết bị.
唯一,wéiyī,only; sole,duy nhất,duy nhất,唯一机会。Cơ hội duy nhất.
尾巴,wěiba,tail,vĩ ba,đuôi/cái đuôi,狗尾巴。Đuôi chó.
伟大,wěidà,great; mighty; large,vĩ đại,vĩ đại,伟大祖国。Tổ quốc vĩ đại.
委屈,wěiqū,to feel wronged; to nurse a grievance; to cause sb to feel wronged,ủy khuất,ủy khuất/bị oan,感到委屈。Cảm thấy oan.
委托,wěituō,to entrust; to trust; to commission,ủy thác,ủy thác/giao phó,委托办理。Ủy thác giải quyết.
委员,wěiyuán,committee member; committee; council; CL:個|个[gè],ủy viên,ủy viên/위원,委员会。Ủy ban.
伪造,wěizào,to forge; to fake; to counterfeit,ngụy tạo,giả mạo/위조,伪造文件。Giả mạo văn bản.
为,wèi,because of; for; to,vi,vì/cho,为了你。Vì bạn.
位,wèi,position; location; place; seat; classifier for people (honorific); classifier for binary bits (e.g. 十六位 1-bit or 2 bytes),vị,(lượng từ lịch sự),一位老师。Một thầy giáo.
喂,wèi,hello (interj.; esp. on telephone); hey; to feed (sb or some animal),vị,alo,喂，你好！Alo; xin chào!
畏,wèi,to fear,úy,sợ,无所畏惧。Không sợ gì cả.
胃,wèi,stomach; CL:個|个[gè],vị,dạ dày,胃疼。Đau dạ dày.
未必,wèibì,not necessarily; maybe not,vị tất,chưa chắc,未必成功。Chưa chắc thành công.
味道,wèidào,flavor; smell; hint of,vị đạo,vị/mùi vị,味道很好。Vị rất ngon.
畏惧,wèijù,to fear; to dread; foreboding,úy cụ,sợ hãi/두려워하다,畏惧困难。Sợ khó khăn.
胃口,wèikǒu,appetite,vị khẩu,khẩu vị/입맛,胃口很好。Khẩu vị tốt.
未来,wèilái,future; tomorrow; approaching; coming; pending; CL:個|个[gè],vị lai,tương lai,美好未来。Tương lai tươi sáng.
为了,wèile,in order to; for the purpose of; so as to,vị liễu,vì/để,为了学习。Để học tập.
未免,wèimiǎn,unavoidable; a bit too much; over the top (you exaggerate),vị miễn,không tránh khỏi/면하다,未免太过。Không tránh khỏi quá đáng.
为什么,wèishénme,why?; for what reason?,vị thập ma,tại sao/vì sao,为什么不去？Tại sao không đi?
卫生间,wèishēngjiān,bathroom; toilet; WC; CL:間|间[jiān],vệ sinh gian,phòng vệ sinh/nhà tắm,去卫生间。Đi vệ sinh.
慰问,wèiwèn,to express sympathy; greetings; consolation etc,ủy vấn,thăm hỏi/위문,慰问群众。Thăm hỏi quần chúng.
卫星,wèixīng,(space) satellite; CL:顆|颗[kē],vệ tinh,vệ tinh/위성,人造卫星。Vệ tinh nhân tạo.
位于,wèiyú,to be located at; to be situated at; to lie,vị ư,nằm ở/위치,位于市中心。Nằm ở trung tâm thành phố.
位置,wèizhì,position; place; seat; CL:個|个[gè],vị trí,vị trí,重要位置。Vị trí quan trọng.
温带,wēndài,temperate zone,ôn đới,vùng ôn đới/온대,温带气候。Khí hậu ôn đới.
温度,wēndù,temperature; CL:個|个[gè],ôn độ,nhiệt độ,温度很高。Nhiệt độ rất cao.
温和,wēnhé,moderate (policy etc),ôn hòa,ôn hòa/온화,态度温和。Thái độ ôn hòa.
温暖,wēnnuǎn,warm,ôn noãn,ấm áp,阳光温暖。Ánh nắng ấm áp.
温柔,wēnróu,gentle and soft; tender,ôn nhu,dịu dàng/nhu mì,性格温柔。Tính cách dịu dàng.
闻,wén,to hear; news; well-known; famous; reputation; fame; to smell; to sniff at; surname Wen,văn,ngửi/nghe,闻味道。Ngửi mùi.
文化,wénhuà,culture; civilization; cultural; CL:個|个[gè];種|种[zhǒng],văn hóa,văn hóa,中国文化。Văn hóa Trung Quốc.
文件,wénjiàn,document; file; CL:份[fèn],văn kiện,tài liệu/văn bản,重要文件。Tài liệu quan trọng.
文具,wénjù,stationery; item of stationery (pen; pencil; eraser; pencil sharpener etc),văn cụ,văn phòng phẩm,买文具。Mua văn phòng phẩm.
文明,wénmíng,civilized; civilization; culture; CL:個|个[gè],văn minh,văn minh,精神文明。Văn minh tinh thần.
文凭,wénpíng,diploma,văn bằng,văn bằng/졸업장,大学文凭。Văn bằng đại học.
文物,wénwù,cultural relic; historical relic; CL:件[jiàn];個|个[gè],văn vật,văn vật/문화재,保护文物。Bảo vệ văn vật.
文献,wénxiàn,document,văn hiến,tài liệu/문헌,历史文献。Tài liệu lịch sử.
文学,wénxué,literature; CL:種|种[zhǒng],văn học,văn học,文学作品。Tác phẩm văn học.
文雅,wényǎ,elegant; refined,văn nhã,lịch sự/우아,举止文雅。Cử chỉ lịch sự.
文艺,wényì,literature and art,văn nghệ,văn nghệ/문예,文艺演出。Biểu diễn văn nghệ.
文章,wénzhāng,article; essay; literary works; writings; hidden meaning; CL:篇[piān];段[duàn];頁|页[yè],văn chương,bài viết,写文章。Viết bài.
吻,wěn,kiss; mouth,văn,hôn,接吻。Hôn.
稳定,wěndìng,steady; stable; stability; to stabilize; to pacify,ổn định,ổn định,情况稳定。Tình hình ổn định.
问,wèn,to ask,vấn,hỏi,我问你一个问题。Tôi hỏi bạn 1 câu.
问候,wènhòu,to give one's respects; to send a greeting,vấn hậu,hỏi thăm/chào hỏi,问候父母。Hỏi thăm cha mẹ.
问世,wènshì,to be published; to come out,vấn thế,ra đời/출판,新书问世。Sách mới ra đời.
问题,wèntí,question; problem; issue; topic; CL:個|个[gè],vấn đề,câu hỏi,这个问题很简单。Câu hỏi này rất dễ.
窝,wō,nest; pit or hollow on the human body; lair; den; place; to harbor or shelter; to hold in check; to bend; classifier for litters and broods,ổ,ổ/보금자리,鸟窝。Tổ chim.
我,wǒ,I; me; my,ngã,tôi,我是学生。Tôi là học sinh.
我们,wǒmen,we; us; ourselves; our,ngã môn,chúng tôi/chúng ta,我们是朋友。Chúng ta là bạn.
卧室,wòshì,bedroom; CL:間|间[jiān],ngoạ thất,phòng ngủ,在卧室。Trong phòng ngủ.
握手,wòshǒu,to shake hands,ác thủ,bắt tay,握手。Bắt tay.
乌黑,wūhēi,jet-black; dark,ô hắc,đen nhánh/새까맣다,头发乌黑。Tóc đen nhánh.
污蔑,wūmiè,slander,ô miệt,vu khống/모독,污蔑他人。Vu khống người khác.
污染,wūrǎn,pollution; contamination; CL:個|个[gè],ô nhiễm,ô nhiễm,空气污染。Ô nhiễm không khí.
诬陷,wūxiàn,to entrap; to frame; to plant false evidence against sb,vu hãm,hãm hại/모함,诬陷好人。Hãm hại người tốt.
屋子,wūzi,house; room; CL:間|间[jiān],ốc tử,nhà/căn phòng,干净屋子。Phòng sạch sẽ.
无,wú,-less; not to have; no; none; not; to lack; un-,vô,không,无法。Không cách nào.
无比,wúbǐ,matchless,vô tỷ,vô cùng/무비,幸福无比。Hạnh phúc vô cùng.
无偿,wúcháng,free; no charge; at no cost,vô thường,miễn phí/무상,无偿服务。Dịch vụ miễn phí.
无耻,wúchǐ,without any sense of shame; unembarrassed; shameless,vô sỉ,vô liêm sỉ/무치,无耻行为。Hành vi vô liêm sỉ.
无从,wúcóng,not to have access; beyond one's authority or capability; sth one has no way of doing,vô tòng,không có cách/방법없다,无从下手。Không có cách bắt tay.
无动于衷,wúdòngyúzhōng,aloof; indifferent; unconcerned,vô động ư trung,thờ ơ,无动于衷的态度。Thái độ thờ ơ.
无非,wúfēi,only; nothing else,vô phi,không ngoài/다름아니다,无非如此。Không ngoài như vậy.
无精打采,wújīngdǎcǎi,dispirited and downcast (idiom); listless; in low spirits; washed out,vô tinh đả thái,uể oải,无精打采的样子。Vẻ mặt uể oải.
无可奉告,wúkěfènggào,(idiom) no comment,vô khả phụng cáo,không thể nói,无可奉告的事。Chuyện không thể nói.
无可奈何,wúkěnàihé,have no way out; have no alternative; abbr. to 無奈|无奈 [wú nài],vô khả nại hà,bất lực,感到无可奈何。Cảm thấy bất lực.
无赖,wúlài,hoodlum; rascal; rogue; rascally; scoundrelly,vô lại,du đãng/건달,无赖行为。Hành vi du đãng.
无理取闹,wúlǐqǔnào,to make trouble without reason (idiom); deliberately awkward; pointless provocation; willful trouble maker,vô lý thủ náo,vô lý gây gổ,无理取闹的人。Người vô lý gây gổ.
无聊,wúliáo,nonsense; bored,vô liêu,buồn chán/vô nghĩa,很无聊。Rất buồn chán.
无论,wúlùn,no matter what or how; regardless of whether...,vô luận,bất kể/dù,无论如何。Dù sao.
